id,title,author,intro,tags,genre,series_count,view_count,recommend_count,link
2966,선독점 무인도에서 SSS급 스킬로 살아남기,limkun,"전쟁터가 된 지구.
놈들의 전쟁을 피해 도망치다 보니 무인도까지 흘러와 버렸다.
내가 가진것은 약간의 생존물품과 나를 숨겨줄 수 있는 스킬 하나뿐.
나는 과연 무인도에서 생존할 수 있을까?","현대판타지,퓨전,농사,생존,서바이벌,아포칼립스,이능력,먼치킨,이종족,상태창","현대판타지, 퓨전",135 회,"1,451,225","34,234",https://novel.munpia.com/357157
2967,선독점 백작가 소드마스터의 회귀,정석연재,"비운의 천재검사 아케인.

다시 살다.","판타지,퓨전,사이다,천재,영지,회귀,군주,기사,먼치킨","판타지, 퓨전",128 회,"1,708,262","38,230",https://novel.munpia.com/325352
2968,선독점 아카데미 고졸 짐꾼,법화,"ㅡ공지ㅡ
ㅡ짐꾼 모집ㅡ

ㅡ전문대졸 이상ㅡ

성진은 인력 사무소에서 난감해 하고 있었다.

세상은 짐꾼조차 고졸이 할 수 없는 일이 되었다.","판타지,퓨전,던전,레이드,이세계,능력자,먼치킨,이종족","판타지, 퓨전",251 회,"443,843","11,639",https://novel.munpia.com/345451
2969,그 개가 아닌 것 같은데요,최새벽,"개망나니 남편 때문에 변경으로 내몰린 루헤.
갑자기 쳐들어온 늑대 수인들에게 비참하게 죽고 말았다.

그래서 품었다. 마치 장난 같은 소망 하나를.
종종 읽던 싸구려 소설 속의 주인공은 얼마나 인생을 쉽게 살았던가!
운 좋게 과거로 돌아가고, 주먹으로 돌풍을 일으키며 드래곤까지 잡는 인생!
 
‘다음 생이라는 게 있다면…….
저도 열다섯으로 회귀하고 대충 개좋은 능력 하나 얻어서 껄렁껄렁 살고 싶어요.’
 
기적이 일어났다.
열다섯으로 회귀도 하고, 능력도 하나 얻었다.
그녀의 발치에서 개 한 마리가 미친 듯이 꼬리를 쳤다.
저번 생엔 집안을 뒤집어 놨던 까칠한 녀석이었다.

어……. 음.
루헤 아메리는 깨달았다.
싸구려 소설을 작작 읽어야 했다는 걸 말이다.

저기요, 신님.
개좋긴 개좋은데, 제가 원했던 능력은 그 개가 아닌 것 같은데요.

개가 날 좋아하면 어쩌자는 건데요, 대체!
 
* * *
 
“당신에게서 햇살이 부서지는 향기가 나요.”
……대체 그게 무슨 향기람.
그보다 로브 속 저거, 꼬리 아니야? 설마 늑대 수인?
볼수록 저번 생에 내 목을 문 그 늑대랑 닮은 것 같은데.
아니, 그보다 늑대 수인도 홀리는 거냐고.
 
“교육을 아주 잘 받았군. 우리 구면이지?”
이 미친 전남편 놈이 뭐라는 거야.
아니, 신님. 솔직히 개망나니까지 홀려 버리는 건 너무하지 않나요?
 
그래, 이렇게 된 이상 목표는 하나다.
이번 생에는 ‘개좋은 능력’으로 수도의 온갖 문제견을 길들인다!
그렇게 얻은 명성으로 저번 생의 빌어먹을 남자들을 떨쳐 낸",,로맨스,273 회,336,0,https://novel.munpia.com/381299
2970,불건전한 유혹,와니니,"하나뿐인 가족이었던 동생까지 죽게 되자
차영에겐 복수심만 남았다.
구세헌은 그것을 위한 타겟일 뿐이었다.

“혹시 나한테 관심 있습니까?”

그래서 유니스 장, 아니 박차영은 그의 관심이 반가웠다.
하지만 갈수록 진심으로 다가오는 그를
막을 수 있는 방법은 없었다.

“난 이미 시작했고, 시작한 이상 멈추지 않을 겁니다.”

복수와 사랑, 그 사이에서
차영은 방황하기 시작했다.",,로맨스,60 회,244,0,https://novel.munpia.com/381298
2971,미드나이트 바겐,C. L. Polk,"이 작품은 C. L. Polk 작가의 소설 THE MIDNIGHT BARGAIN (2020)을 한국어로 옮긴 것입니다. (옮긴이 : 박희원)

남자만이 대마법사가 될 수 있는 시대.
비아트리스는 뛰어난 마법사가 되고 싶었다.
뛰어난 마법사가 되어 집안을 일으키고 싶었다.
하지만 아버지의 강요에 결국, 결혼을 위한 협상 시즌에 참여하게 되었다.
그리고 협상 시즌 첫날.
한 시간 전만 해도 비아트리스가 원하는 건 오직 마법뿐이었는데.
한 남자와 눈이 마주친 순간, 심장이 뛰기 시작했다.

저런 얼굴로 웃다니 너무해! 이렇게 떨리게 만들다니 너무하잖아!

이안테! 그 남자의 미소에 마음이 이렇게 설렐 거라고는 꿈에도 생각지 못했다.","판타지,마법,천재,후회,로맨스,로맨스판타지,각성","로맨스, 판타지",57 회,222,0,https://novel.munpia.com/381220
2972,선독점 효명세자와 함께하는 조선 생활,차돌박E,"1829년, 조선이 머나먼 동방에서 시대의 흐름에 벗어나 있을 무렵.

두 명의 대학원생이 조선에 트립한다.

""해 볼때 까지는 해 봐야지. 주저앉아서 죽을 순 없지.""

찬란한 미래를 누릴 것인가, 이대로 주저앉아 망국의 길을 걸을 것인가.",,"대체역사, 전쟁·밀리터리",401 회,"1,320,758","59,723",https://novel.munpia.com/305464
2973,선독점 콜로세움의 회귀자,하루하온,"맹인으로 콜로세움의 상위리그 까지 올라온 안우진.
그런 그가 콜로세움에 처음 입장하던 날로 회귀한다.
두 눈이 다시 보이던 그날로.","판타지,퓨전,무협,게임,격투,서바이벌,회귀,이종족,검투사,상태창","퓨전, 판타지",291 회,"3,743,421","107,627",https://novel.munpia.com/341388
2974,선독점 마이클 조던 보다 농구 잘함,자유수달,"NBA를 호령하던 득점원이지만 번번히 우승컵 앞에서 무릎 꿇었다.
그가 다시 돌아왔다.","현대판타지,스포츠,귀환,농구,검은머리,고인물,먼치킨","스포츠, 현대판타지",321 회,"761,528","20,142",https://novel.munpia.com/328444
2975,선독점 차원문으로 만렙 요리사,오너피,"창고문을 통해 넘어 간 이세계.
내 음식을 먹은 사람들이 강해지기 시작했다.","현대판타지,경영,마법,사이다,요리,이능력,이세계,차원이동,기사,먼치킨","퓨전, 판타지",201 회,"317,582","8,985",https://novel.munpia.com/343414
2976,선독점 먼치킨 아이돌의 역대급 서바이벌,shoro,"이 서바이벌에 아이돌 인생을 걸겠다.

*매일 오전 8시에 연재합니다.","현대판타지,천재,가수,아이돌,작곡가,고인물,노력가","현대판타지, 판타지",201 회,"411,083","15,382",https://novel.munpia.com/352566
2977,선독점 치트쓰는 함장님,Grawingen,#NAME?,"판타지,게임,SF,빙의,용병,먼치킨","판타지, SF",225 회,"907,003","28,191",https://novel.munpia.com/343031
2978,선독점 아카데미의 컨셉 커플,크란토,"10년 장수겜 [천공섬 아카데미]에 빙의했다.
언젠가 이럴 거라고 이미 알고는 있었다.
회귀자인 엄마가 항상 내게 '너는 언젠가 게임 속으로 빙의할 거다'라고 말씀하셨으니까.

""저기... 그 쪽은 누구세요?""

그런데 빙의한 게 나 혼자만은 아니었다.","게임시스템,빙의,아카데미,고인물,능력자,먼치킨,상태창,순애,NPC","판타지, 퓨전",310 회,"121,827","3,360",https://novel.munpia.com/323734
2979,선독점 그냥 축구를 잘함,김필두,고예솔은 그냥 축구를 잘함.,"스포츠,천재,축구,회귀","스포츠, 현대판타지",191 회,"1,661,814","39,133",https://novel.munpia.com/343844
2980,선독점 무당이 마법을 배움,매직팩토리,"어미 무당을 잡아 먹고 신내림을 받았다.

그런데

그가 써준 부적은 알고보면 마법진이요
그의 신통력은 알고보면 마법이니!

그가 쫓지 못 할 귀신은 없고
그가 해결하지 못 할 일이 없도다!

그리하여 그의 신당에
많은 이들이 찾아들게 되니!

""그래서 어떤 신을 모신다구요?""

""카예프 대공을 모시고 있습니다.""

""네? 카... 뭐요? 그런 신도 있답니까?
그리고 무슨 외국 귀신입니까? 사기꾼이네...""

오늘도 사기꾼이 아니냐며
손놈들이 고개를 가로젓는다.","현대판타지,공포_미스터리,마법,사이다,천재,오컬트,기타_전문직,마법사,종교인,먼치킨","현대판타지, 퓨전",200 회,"696,601","16,601",https://novel.munpia.com/336014
2981,선독점 도사 아니고 매니전데요?,글꾸니,"도사 출신 매니저 차공탄.
그의 눈앞에 저승 주식 차트가 펼쳐졌는데...
이게... 기업이 아닌 사람에 투자하는 거네?","현대판타지,주식,매니저","현대판타지, 퓨전",240 회,"3,950,476","114,956",https://novel.munpia.com/337231
2982,선독점 마력은 곧 무력이다,홍성은,"즉, 무한한 마력은 곧 무한한 무력이다.","판타지,환생,용병,서양판타지",판타지,129 회,"505,274","12,498",https://novel.munpia.com/354802
2983,선독점 동굴에서 마나 반지를 주웠다.,지도무난,"광수대 꼴통 미친개 형사 강혁, 정직 당하고 조직폭력배의 린치를 피해 무인도로 낚시 갔다가
섬의 동굴 속에서 반지를 주웠다. 그런데 그게 마나 반지???
정의감에 미친 형사에게 마법이 생기면 어떤 일이 벌어질까?","판타지,현대판타지,사이다,전쟁,경찰,먼치킨,동양판타지,포스트아포칼립스","판타지, 현대판타지",120 회,"818,969","22,721",https://novel.munpia.com/363238
2984,쾌락필요지귀천(快樂必要之歸天) - 유산,어쩌느냐,아버지의 삶을 이어받아 한국을 초강대국으로 만들어라!,"현대판타지,전쟁,정치,대한민국","판타지, 현대판타지",155 회,"5,752",24,https://novel.munpia.com/367322
2985,선독점 노벨상을 나의 품안에,응오,"미국의 천재작가에게 입양된 뒤, 그의 편집자로 살았다.
그런 내가 보육원에서 살던 과거로 돌아왔다.
천재부터 시작하는 두 번째 삶. 이번엔 가장 위대한 작가가 되겠다.","현대판타지,드라마,천재,회귀,힐링,작가,노력가","현대판타지, 드라마",167 회,"613,333","15,349",https://novel.munpia.com/349952
2986,선독점 우주 게임 속 용병이 되었다,havoc,"우주를 배경으로 하는 신작 게임 '스텔라 가디언' 속으로 떨어졌다.

지금껏 배워온 모든 것이 쓸모 없는 미래의 세계에서 살아남으려면 용병이 될 수밖에 없었다.","판타지,SF,빙의,용병","판타지, SF",220 회,"1,522,250","58,548",https://novel.munpia.com/336126
2987,선독점 천재경찰 재벌가 사위되다,센돌,"보여줄게. 초법적 제재가 뭔지.
민중의 지팡이는 잊어라.
민중의 몽둥이로 다 때려 부순다!","현대판타지,격투,경영,재벌,복수,사이다,천재,경찰,공무원","판타지, 현대판타지",276 회,"943,638","16,834",https://novel.munpia.com/329182
2988,선독점 AI 천재가 되었다,최평화,"캬방1 챠쟈작! (대충 벼락 맞는 소리)
이거 뭐지? 뭔데 보이지?
머릿속 신경망이 보이기 시작했다.",,현대판타지,144 회,"1,895,226","51,409",https://novel.munpia.com/345758
2989,선독점 2회차는 서포터로 캐리합니다,소수깡,수상할 정도로 캐리를 잘하는 역대급 신인 서포터,"현대판타지,게임,스포츠,천재,회귀,후회,먼치킨,로맨스,순애","스포츠, 게임",211 회,"1,510,072","39,178",https://novel.munpia.com/345206
2990,선독점 반동 브로커지만 재벌입니다,그너머,"90년대 냉전의 시대가 끝나고 고난의 행군 시대.
나는 브로커다.
물보다 진한 게 피라고 하던가? 그러나 솔직히 피보다 훨씬 진한 건 돈이잖아!","현대판타지,대체역사,경영,정치","대체역사, 현대판타지",204 회,"391,762","13,673",https://novel.munpia.com/343053
2991,선독점 귀신 덕에 땅속 보물,소모사,"정말? 땅속에 보물이 있어요?
그럼, 내가 직접 묻었다고. 그러니까 넌 파기만 하면 돼.","현대판타지,유튜브,힐링,사업가,전설","현대판타지, 퓨전",200 회,"1,056,260","25,818",https://novel.munpia.com/345431
2992,선독점 홍등가의 소드마스터,망신창이,"읽지도 않은 소설 속 인물로 환생했다.
멸망을 막긴 개뿔, 내 한 몸 건사하기도 힘들다.",,"판타지, 퓨전",451 회,"7,849,127","308,253",https://novel.munpia.com/297172
2993,선독점 톱스타와 결혼했습니다,로이유,"톱가수이자 여배우로서도 완벽한 성공을 거둔 '이아', 이나연.
모두의 축복 속에서 성대한 결혼식을 치르고 신혼여행을 위해 해외로 떠났다.
그런데, 그런 그녀가 갑자기 나타나 자신의 남편이 되어 달라고 한다.
그것도 거부할 수 없는 어마어마한 조건들을 내걸며.
일생일대의 갈림길에 선 김강열, 과연 그의 선택은?","현대판타지,사이다,연예계,가수,매니저,배우","현대판타지, 판타지",170 회,"1,654,002","37,869",https://novel.munpia.com/338555
2994,선독점 죽음의 기사가 생명을 되찾음,냐타드코코,"이세계 최악의 빌런이 된 죽음의 기사 김우진.
그가 귀환했다.","판타지,현대판타지,게이트,좀비,귀환,네크로맨서,칼잡이,먼치킨,각성","현대판타지, 판타지",150 회,"1,191,849","27,940",https://novel.munpia.com/349056
2995,선독점 재벌가 장손,남운™,"교통 사고로 부모를 잃고 하반신 마비가 된 18살 장영훈.

연매출 370조 원의 구룡 그룹 총수 도전기.","현대판타지,드라마,경영,주식,환생",현대판타지,209 회,"673,641","8,788",https://novel.munpia.com/348254
2996,선독점 내 아내가 돈을 잘 번다,에바트리체,"착하게 살면 언젠가 복 받는 날이 온다던데.
그 복이 조금 이상한 형태로 찾아왔다.","현대판타지,연예계,힐링,가수,공무원,배우,대한민국","퓨전, 현대판타지",250 회,"1,283,306","26,039",https://novel.munpia.com/344139
2997,대단한 성공기,소수림,"단한의 집 가훈은 아주 특이했다. ""벽에 똥칠할 때까지!"" 대씨 가문에서는 대대로 서른을 넘기지 못하고 요절을 하는 요상하고도 비참한 가문의 내력을 갖고 있다. 하지만 죽음이목전에 이른 순간 새로운 세상이 그에게 안배된다. 살아난 대가로 집안 형편은 한없이 열악해지고, 좋아하던 여자애는 완전 뚱보로 변해 버린다. 거기에 흉수까지 처리해야 한다니. 바쁘다, 바빠. 옵션처럼 생긴 조력 가문의 비기와 수호천사 곰 인형. 그에게 그것만 있으면 세상에 두려울 것이 없다.",,"판타지, 현대판타지",113 회,"1,429",65,https://novel.munpia.com/379584
2998,화개금수,지지(吱吱),"“아름다운 꽃이 만발하여 만난 두 사람, 인연의 꽃을 피우다”
명성 높은 가문의 부씨 집안 아홉째 여식, 정균. 엄격한 규율 안에서 지체 높은 가문의 여식으로 배워야 할 것들을 배우며 혼인할 날을 기다리고 있었다.
그러던 어느날 집안과 연이 있던 좌준걸의 모함으로 정균은 하루 아침에 벽운사로 몸을 피신하게 된다.
좌준걸과 정을 통했다는 누명이 억울했지만, 벽운사에서 기다리면 어르신들이 일을 정리하고 다시 정균을 부르리라 생각했다.
하지만 집에서 소식이 없다.
그렇게 피 말리는 하루를 보내던 중 정균은 어느 사내를 만난다. 무표정하고 말이 없는 사내였다.
그 사내를 통해 자신이 결국 집안에서 버려졌다는 사실을 알게 되고, 사내의 도움으로 죽음의 위기에서 벗어나게 된다.
집안에서 버려지고 살길이 막막해진 정균은 사내의 도움으로 긴 피난길에 오른다.
흉년이 들어 사람이 죽고, 죽이는 시기, 정균은 우는 것 말곤 할줄 아는 게 없다.
사내도 잠시, 사내의 도리로 잠깐 도움을 줄 요량이었지만 생각보다 동행이 길어지기 시작한다.
그렇게 긴 여정을 함께하면서 둘 사이 사랑이 싹트게 된다.

원제: 花开锦绣
작가: 지지(吱吱)
번역: 김혜진","무협,후회,동양판타지,로맨스,로맨스판타지",로맨스,311 회,"7,721",2,https://novel.munpia.com/379582
2999,천하 제일의 혼인,월출운,"조용한 매화 숲, 그윽한 꽃향기, 끝없이 펼쳐졌던 설원……
그림 같은 곳에서 만난 백소훤과 이황자. 두 사람은 영원을 약속했고 매화꽃 한 송이 한 송이가 사랑의 증인이 되었다.
하지만 새하얀 평원에서 했던 약속은 뜨거운 불이 돼 돌아왔다.
“단 한 번도 당신을 사랑한 적이 없다”는 그의 말과 함께.

그녀는 그렇게 사랑과 가문, 자신까지도 잃었다. 3년이 흐른 뒤 소훤은 사랑이 끝난 곳에서 복수를 시작하기 위해 돌아온다.
이전 청아하고 연약했던 규수가 아닌 무공을 지닌 매혹적인 여인으로. 그녀는 복수를 위해 다시 사랑을 시작한다.

---

등장인물 소개
백소훤: 영공 백연의 여식으로 시, 서화 등 재덕을 겸비한 인물.
혼례 전 가문이 역모의 누명을 쓰고 몰락했다.
분신으로 세상을 떠날 뻔했으나 간신히 살아나 천신종의 ‘진구’로 새로운 삶을 살게 됐다.
무공을 익혀 조정으로 돌아와 3년 전 자신과 가문에 일어난 일을 밝혀내고, 복수를 하려고 한다.

안릉왕: 대욱국의 이황자 안숙. 대욱국의 여경 여인들이 꿈에 그리는 신랑감.
궁술에 뛰어나며 외모 또한 수려하고, 올곧고 강직한 성품을 지녔다.
백소훤과는 연인 사이였으나 백씨 집안의 몰락과 함께 관계를 정리했다.
소훤이 죽고 3년 뒤 소만향과 새로운 사랑을 시작했다.

---

원제: 天下第一嫁
작가: 월출운(月出云)
번역: 허펑야쯔","무협,복수,후회,무인,로맨스,로맨스판타지","로맨스, 무협",211 회,"3,349",61,https://novel.munpia.com/379581
3000,준남방,말과,"21세기에 살던 평범한 여자 춘화는 눈을 떠 보니 혼수상태에 빠져 있다가 깨어난 공주 매과가 되어 있었다.
몸이 약한 매과에게 양기를 보충하기 위해 불러모은 여러 명의 남편들이 있다는 소식에 행복해하기도 잠시,
그녀가 혼수상태에 빠지기 전 무슨 일이 있었는지는 몰라도 이 남편들은 매과를 몹시 싫어하는 것처럼 보이는데......

----------

원제 : 준남방(俊男坊)
작가 : 말과(末果)
역자 : 진서현, 엔터스코리아","퓨전,빙의,전쟁,정치,하렘,군주,로맨스",로맨스,522 회,"3,301",70,https://novel.munpia.com/379580
3001,선독점 탑 미발견 지역에서 꿀 빱니다,2차자아,"아직 아무도 오르지 못한 탑 98층에 표류했다.
그런데…… 굴러다니는 돌멩이가 최상급 마나 스톤이라고?","퓨전,레이드,시스템,이세계,상인,탑등반물","판타지, 퓨전",260 회,"2,449,090","59,934",https://novel.munpia.com/342940
3002,선독점 삼국지 군벌가 둘째아들,루모로마노,삼국지의 촉한 황제 유선에 빙의했다.,"대체역사,전쟁_밀리터리,빙의,삼국지,천재,전쟁,정치,회귀","대체역사, 전쟁·밀리터리",271 회,"767,592","31,401",https://novel.munpia.com/161522
3003,선독점 고구려가 농사도 잘함,날아오르기,농사까지 잘하는 고구려. 역사가 바뀌기 시작했다.,"판타지,퓨전,대체역사,경영,농사,빙의,전쟁,정치,고구려,한국사","대체역사, 퓨전",199 회,"1,297,310","43,900",https://novel.munpia.com/353503
3004,선독점 미식축구 선출이 축구를 너무 잘함,트라이즈,"조연으로 살아왔던 어린 시절. 이제는 인생의 주인공이 되고 싶다.
포르투갈에서 시작하는 재능 넘치는 축구 선수의 성장기.","스포츠,천재,축구,운동선수","스포츠, 현대판타지",215 회,"881,893","20,115",https://novel.munpia.com/346388
3005,선독점 어서 오세요 민호문방구,김망초,"할아버지의 유산으로 받은 시골의 작은 문방구.
퇴사 후 머리나 식힐 겸 열었더니 이상한 손님들이 온다.
그 나이 먹도록 미니카를 안 만들어 봤어? 구슬치기도 몰라?
여기 딱 앉아봐라.","현대판타지,드라마,경영,재벌,사이다,착각,투자,힐링,나혼자","현대판타지, 드라마",216 회,"1,854,072","64,630",https://novel.munpia.com/343830
3006,선독점 아포칼립스의 유일한 흑마법사가 되었다,BELF,"종말이 다가오는 세상에서 흑마법사가 되었다.
다른 사람의 피와 눈물, 절망으로 강해지는 직업이란다.
근데 세상엔 이미 절망이 넘쳐나는 것 같은데.","현대판타지,퓨전,시스템,아포칼립스","현대판타지, 퓨전",239 회,"3,005,142","81,904",https://novel.munpia.com/332550
3007,선독점 사천당가 주술회귀,만청(卍靑),"열 번째, 그리고 마지막 회귀.
마지막으로 허락받은 삶.
이제 다시는 그녀를 잃지 않겠다.","퓨전,무협,회귀","무협, 퓨전",113 회,"477,503","9,286",https://novel.munpia.com/362525
3008,선독점 낭인무사는 참지 않는다,심신안정,"과묵한 낭인 표음, 혼돈의 하늘에서 검의 길을 걷는다.",무협,무협,350 회,"1,335,803","51,337",https://novel.munpia.com/347783
3009,선독점 십자군의 왕이 되었다,민초냥이,"1181년. 십자군과 이슬람의 광기가 충돌하는 예루살렘.
난 그 한복판에 떨어졌다. 그것도 곧 있으면 멸망할 왕국의 왕족으로.","대체역사,SF,전쟁_밀리터리,빙의,전쟁,정치,군인,군주,기사,망나니","대체역사, 전쟁·밀리터리",216 회,"765,896","30,884",https://novel.munpia.com/341547
3010,선독점 삼국지 : 슬기로운 병영 생활,조작가R,타고난 힘을 거부하고 평범하게 살고자 했던 윤환은 난세의 병사가 되었다.,"판타지,대체역사,전쟁_밀리터리,드라마,삼국지,생존,전쟁,환생,군인,각성","대체역사, 판타지",337 회,"1,848,068","60,708",https://novel.munpia.com/331245
3011,선독점 게임 속 무림학관의 낙제생이 되다,해피루,"육체 관련 모든 스텟이 가장 낮은 下下로 도배된 상태창.
노쓸모의 대표주자.
최약의 낙제생
설천위.
""후.""
그나마 유일한 재능은 후반에나 발휘되는 영매.
그럼 그걸 처음부터 써주면 되지.
제대로 키워주마.","무협,게임시스템,귀신,빙의,천재,학생,노력가","무협, 퓨전",624 회,"753,586","19,675",https://novel.munpia.com/266131
3012,선독점 회귀한 타자는 궤적이 보임,소리아비,"MLB 명예의전당이 확실시되는 명심판. 데이비드 조.
무리한 투구로 어깨를 다쳐 야구를 포기하고 심판이 된 데이비드 조가
부상을 입은 기억과 공을 보는 눈만 가진 채 과거로 보내졌다.
그의 위대한 도전이 시작된다.","스포츠,야구","스포츠, 현대판타지",186 회,"457,995","8,253",https://novel.munpia.com/341879
3013,선독점 코인 개발 후 세계 정복,잠못든한량,"비트코인 초창기 시절인 2011년으로 회귀했다.
코인 팔아서 재벌 되는 건 이만하면 됐다.
코인 만들어 세상을 손에 쥐련다.","현대판타지,가상화폐,경영,재벌,인공지능,투자,회귀,개발자,사업가,투자가",현대판타지,277 회,"116,055","2,892",https://novel.munpia.com/340792
3014,"선독점 미친 재능의 한국인, 축구의 신이 되다",kangyou,15세에 빅리그 주전이 되었다.,"현대판타지,스포츠,드라마,빙의,사이다,천재,축구,환생,검은머리,라이벌","스포츠, 현대판타지",167 회,"1,284,712","27,087",https://novel.munpia.com/346943
3015,선독점 당가암룡,처량한날,그 뱀이 실은 음험한 용임을 어찌 모르고 가까이하는가? 잡아먹히리라.,,무협,195 회,"2,978,279","99,619",https://novel.munpia.com/344790
3016,선독점 몰락 공작가의 마법천재,글술술,"대대로 낮은 지능으로 망해버린 마이온 공작가.
머리가 나쁜 게 유전이 아니라 저주 때문이었다고?","판타지,천재,마법사",판타지,175 회,"2,075,218","61,619",https://novel.munpia.com/343600
3017,선독점 지옥에서 온 검사,정고사리,"지옥발 여죄 집행자.
염라의 왼쪽 눈과 함께 지옥에서 돌아왔다.

의문의 죽음을 당한 검사의 몸에 빙의했는데...
마주한 피고인의 얼굴을 들여다보니 이마 위로 ‘죄’가 보인다?","판타지,현대판타지,퓨전,복수,빙의,검사_법,경찰,능력자,범죄","현대판타지, 퓨전",200 회,"218,711","6,927",https://novel.munpia.com/344358
3018,선독점 단종이 너무 강함,탈닌,"조선 최강의 정통성을 가지고 태어났지만 '수양' 당해버린 왕 단종이 되어버렸다.

보여주지. 정통성 최상인 조선왕이 얼마나 강력한지.","대체역사,경영,천재,전쟁,정치,군주,먼치킨,조선,한국사","대체역사, 판타지",227 회,"1,627,241","67,414",https://novel.munpia.com/347932
3019,선독점 조선 수군이 되었다.,케이도깨비,"해와파병을 앞두고 있던 특전사 중위가
갑자기 싱크홀에 빠졌다.
정신을 차려보니 여긴 1587년 조선
내가 조선수군이라니
그것도 여기가 내가 전사하는 자리라니
이건 너무하잖아",,"대체역사, 전쟁·밀리터리",400 회,"839,566","23,230",https://novel.munpia.com/298086
3020,선독점 재벌된 이유가 만능 필터,하늘땅사이,"물은 3일만 안 마셔도 죽는다. 누구나 물을 마실 수밖에 없다.
우연한 기회에 정수기 필터로 여러 가지 일을 할 수 있게 된 김성수.
회사원에서 성공한 삶까지의 일대기.
지금 시작합니다.","판타지,현대판타지,재벌,아이템,투자,사업가,능력자","현대판타지, 판타지",200 회,"460,956","13,263",https://novel.munpia.com/349692
3021,선독점 게임 속 재벌사생아는 천재마총사,풀드로우,"거대재벌, 기업국가들이 한반도를 지배하고 있는 게임 속 세상.
마창, 마검, 마궁... 그 가운데서
오로지 나만이 마총을 만들어낼 수 있다.","현대판타지,게임,게이트,디스토피아,재벌,빙의,사이다,시스템,천재,총잡이","현대판타지, 판타지",231 회,"2,051,536","53,457",https://novel.munpia.com/340438
3022,선독점 충무공 손자는 반역을 한다,daybreak95,"충무공의 손자로 전생했다. 그리고 정묘호란, 후금의 침공을 어떻게든 틀어막았다.
그런데 돌아오는 건 '전쟁은 네 탓이야 이새끼야!' 같은 소리.

""인조 씹새끼.""

피 흘리며 오랑캐를 막았는데 이렇게 대우한다고?
아무래도 인조는 답이 없는 것 같았다.

충무공의 손자는 인조가 싫다.","퓨전,대체역사,군인,검은머리,노력가,동양판타지,조선,한국사","대체역사, 퓨전",301 회,"812,069","34,566",https://novel.munpia.com/337536
3023,선독점 대한제국이 이미 너무 강함,어겐어겐,일본이 경악하고 중국이 두려워하며 미국이 극찬한 대한제국의 황자가 되었다.,"대체역사,음모,전쟁,대한제국","대체역사, 전쟁·밀리터리",304 회,"2,264,652","46,581",https://novel.munpia.com/333145
3024,게임 속 월드 레이드 보스 천마가 되었다,봄이리치,"이미 서비스 종료된 지 오래인 가상현실 게임에 술에 취해 접속을 하였다.
눈을 뜨니 게임 속 세상이 현실이 되어 버렸고
나는 가장 유저들에게 인기 있었던 천마신교의 24대 교주 '천운악'이 되었다.","무협,게임,천마,빙의,사이다,전쟁",무협,202 회,"6,360",50,https://novel.munpia.com/378712
3025,만렙 헌터는 아카데미의 교관이 되었다,K.H,"몬스터의 소굴이 되어버린 지구.
전 세계의 헌터들이 원흉, 마신 질라트를 쓰러뜨렸다.
그로부터 5년 후, 지구에서 사라졌던 던전 게이트와 몬스터 필드가 다시 나타나는데…

“저는 미래를 후배들에게 맡기기로 했다니까요. 그건 국장… 아니, 학장님께서도 알고 계시잖아요?”

부동의 헌터 랭킹 1위 원.
유민성은 자신을 대신할 헌터를 양성하기 위해 아카데미의 교관이 되었다.","판타지,현대판타지,귀환,던전,복수,빙의,사이다,후회,헌터,전설","판타지, 현대판타지",175 회,"2,517",0,https://novel.munpia.com/378660
3026,선독점 내 스킬은 EX급 천공섬이다,애모르,"세상이 멸망했다.
내가 하던 게임 속 세계처럼 변한 것이다.
한데·········, 나 혼자 안전하다 못해 여유롭다.","현대판타지,게임,게임시스템,아포칼립스,먼치킨,성좌,상태창","현대판타지, 게임",151 회,"614,407","12,337",https://novel.munpia.com/346670
3027,선독점 푸틴의 막내 동생.,비류수,"상관의 배신에 죽음을 맞은 국정원 요원 이준!
깨어나보니 1990년 과거의 러시아로 회귀했다.
국가는 나를 잊었어도 나는 잊지 않았다!","현대판타지,전쟁_밀리터리,회귀,로맨스","퓨전, 현대판타지",150 회,"173,018","3,649",https://novel.munpia.com/345496
3028,선독점 천재작가의 비밀 어플,권훈,"성공 못 하면 죽게 생긴 작가, 목숨 걸고 드라마를 쓰다!

재능만 있는 드라마 작가 지망생 한솔찬.
보조 작가로 생계를 잇고, 온갖 갑질을 감내하던 어느 날
잘 나가는 동기 '강신우'와 재회하며 부러움을 느낀다.

답답한 마음에 정신없이 취한 채,
하늘에 대고 나도 잘 되게 해 달라고 소리쳤는데...
눈을 떠 보니 진짜로, 외모에 재력까지 가진 강신우가 되었다?!

그리고 도착한 의문의 메시지.

「천상의 드라마 집필 시스템 ver.1을 설치하시겠습니까?」
「Yes/No」

이왕 이렇게 된 거, 쓰고 싶었던 드라마로 성공해보자.
그런데 여기 걸린 게... 내 목숨이라고?","판타지,현대판타지,드라마,방송,빙의,사이다,생존,연예계,작가,먼치킨","현대판타지, 판타지",180 회,"255,663","4,844",https://novel.munpia.com/348333
3029,선독점 AI로 바둑왕,강교문,"바둑으로 대성하고자 했지만 꿈을 이루지 못한 윤서후가 20년 전으로 회귀했다.
미친 성능의 바둑 인공지능과 함께.","현대판타지,스포츠,인공지능,회귀,바둑","현대판타지, 스포츠",221 회,"702,941","17,936",https://novel.munpia.com/341944
